n,carat,cut,color,clarity,depth,table,price,x,y,z
8094,1.02,Very Good,H,SI2,62.6,57,4341,6.42,6.46,4.03
8096,1.02,Premium,G,SI1,61.3,58,4341,6.47,6.45,3.96
8100,0.91,Good,E,VS2,63.1,58,4345,6.13,6.19,3.89
8107,1.15,Ideal,J,SI1,61.8,57,4347,6.73,6.67,4.14
8111,1.01,Premium,H,VS2,58.1,60,4348,6.61,6.55,3.82
8113,1.13,Premium,H,SI2,59.4,58,4350,6.74,6.8,4.02
8117,0.93,Very Good,H,VS2,62.8,59,4351,6.13,6.16,3.86
8120,0.91,Premium,D,SI1,63,59,4352,6.15,6.11,3.86
8127,1.1,Premium,H,SI1,62.1,58,4354,6.61,6.59,4.1
8128,1.05,Premium,F,SI2,60.4,57,4354,6.61,6.54,3.97
8129,1.08,Ideal,I,SI1,61.4,57,4355,6.67,6.62,4.08
8130,0.9,Premium,H,VS2,61.2,61,4355,6.18,6.08,3.75
8132,1.01,Premium,E,SI2,62.5,60,4355,6.39,6.42,4
8133,1.01,Very Good,E,SI2,61.8,56,4355,6.42,6.5,3.99
8134,1.01,Very Good,E,SI2,62.4,58,4355,6.36,6.42,3.99
8136,1.01,Very Good,E,SI2,62.8,57,4355,6.35,6.38,4
8137,1.01,Good,E,SI2,63.3,58,4355,6.37,6.39,4.04
8138,1.01,Very Good,F,SI2,63.4,56,4355,6.4,6.34,4.04
8140,0.97,Good,I,VS2,64.5,61,4355,6.16,6.21,3.99
8151,1.1,Very Good,I,SI1,62.7,58,4356,6.54,6.58,4.11
8152,1.02,Good,F,SI2,59.2,58,4356,6.51,6.56,3.87
8156,0.9,Very Good,G,VS1,62.4,55,4358,6.11,6.17,3.83
8160,1.1,Good,D,SI2,57,62,4361,6.91,6.84,3.92
8161,1.1,Very Good,D,SI2,58.6,63,4361,6.76,6.69,3.94
8162,1.09,Ideal,J,VS2,62,54,4361,6.64,6.61,4.11
8189,1.04,Ideal,H,SI2,61.8,55,4368,6.54,6.5,4.03
8196,1.2,Premium,H,SI2,62.5,58,4368,6.74,6.69,4.2
8205,0.9,Very Good,G,VS2,62.5,58,4369,6.1,6.15,3.83
8209,1.01,Good,F,SI1,65.5,58,4369,6.11,6.25,4.05
8210,0.91,Very Good,H,VS1,62.1,59,4370,6.17,6.2,3.84
8212,0.9,Good,F,VS2,63.1,57,4370,6.13,6.16,3.88
8216,1.02,Ideal,G,SI2,62.7,57,4370,6.44,6.42,4.03
8218,1.13,Ideal,J,SI2,61.9,56,4371,6.67,6.71,4.14
8220,1.09,Very Good,J,VS2,62.3,59,4372,6.56,6.63,4.11
8221,1.06,Very Good,H,SI2,62.8,57,4372,6.49,6.57,4.1
8233,0.93,Premium,F,SI1,62.3,58,4373,6.18,6.22,3.86
8234,1.12,Premium,I,SI1,61.1,59,4373,6.66,6.69,4.08
8236,1.02,Very Good,F,SI2,60,57,4373,6.53,6.57,3.93
8237,0.85,Ideal,G,VS1,61.8,55,4373,6.09,6.11,3.77
8241,1.07,Ideal,F,SI2,61.9,55,4374,6.53,6.58,4.06
8242,0.93,Ideal,E,SI1,62.2,55,4374,6.24,6.27,3.89
8244,1.07,Ideal,E,SI2,61.7,57,4374,6.59,6.56,4.06
8247,1.04,Ideal,G,SI2,61.4,57,4375,6.48,6.54,4
8249,1.01,Very Good,I,SI1,60,62,4375,6.41,6.53,3.88
8254,1.11,Ideal,I,SI2,61.9,57,4377,6.62,6.66,4.11
8257,0.83,Ideal,D,VS2,62,54.9,4378,6.03,6.04,3.74
8262,0.71,Ideal,D,VS1,61.7,56,4380,5.71,5.74,3.53
8263,1.02,Premium,G,SI1,61.9,58,4381,6.47,6.42,3.99
8265,0.9,Good,D,SI1,63.5,57,4381,6.11,6.15,3.89
8266,0.9,Very Good,D,SI1,61,63,4381,6.1,6.13,3.73
8271,0.9,Very Good,D,SI1,62.6,58,4381,6.11,6.15,3.84
8275,0.9,Good,H,VVS1,64.3,59,4381,6.04,6.09,3.9
8276,1.02,Premium,D,SI2,60,62,4381,6.59,6.5,3.93
8285,0.76,Ideal,E,VVS1,61.8,54,4382,5.9,5.87,3.64
8288,1.01,Ideal,G,SI2,61,56,4383,6.48,6.54,3.97
8289,0.74,Ideal,F,IF,61.9,55,4383,5.79,5.84,3.6
8293,0.9,Premium,E,SI1,60.8,59,4385,6.24,6.19,3.78
8298,0.9,Premium,E,SI1,61.6,57,4385,6.25,6.19,3.83
8300,0.9,Premium,G,VS2,61.8,60,4386,6.16,6.21,3.82
8311,1,Good,H,SI1,63.4,56,4389,6.34,6.37,4.03
8316,1,Ideal,H,SI2,58.3,61,4390,6.56,6.61,3.84
8320,1.12,Premium,I,SI1,60.6,60,4390,6.77,6.73,4.09
8321,1,Premium,E,SI2,62.2,59,4390,6.38,6.35,3.96
8325,1.08,Good,F,SI2,58,61,4391,6.72,6.77,3.91
8336,0.9,Good,G,VS1,61,62,4395,6.16,6.24,3.78
8340,1.02,Ideal,J,VS2,61.1,58,4397,6.45,6.49,3.95
8343,1.02,Fair,H,SI2,59.6,57,4398,6.65,6.5,3.92
8345,1.02,Good,E,SI2,63.3,59,4398,6.32,6.42,4.03
8349,1.02,Ideal,E,SI2,62.4,55,4398,6.44,6.47,4.03
8354,1,Premium,G,SI2,61.8,58,4398,6.43,6.39,3.96
8360,1.01,Premium,E,SI1,62.4,58,4399,6.37,6.42,3.99
8373,0.31,Ideal,F,VS2,60.8,57,583,4.38,4.41,2.67
8374,0.31,Ideal,F,VS2,61.6,56,583,4.35,4.39,2.69
8386,0.35,Good,F,SI1,63.6,54,583,4.51,4.52,2.87
8387,0.35,Good,F,SI1,63.1,56,583,4.46,4.51,2.83
8390,0.26,Very Good,E,VVS2,60.9,58,584,4.13,4.15,2.52
8394,0.34,Ideal,D,SI1,62,55,584,4.5,4.53,2.8
8398,0.37,Premium,I,VS1,61.4,59,584,4.55,4.61,2.81
8406,1.07,Premium,G,SI2,62.9,59,4401,6.58,6.51,4.12
8410,1.04,Ideal,F,SI1,59.9,56,4403,6.64,6.58,3.96
8411,0.9,Ideal,H,VS2,61.9,58,4403,6.2,6.24,3.85
8415,1.02,Very Good,E,SI2,63.1,59,4404,6.33,6.39,4.01
8418,1.51,Premium,H,I1,60.9,56,4404,7.38,7.26,4.46
8422,1.05,Ideal,J,SI1,61.7,55,4405,6.54,6.56,4.04
8431,1.03,Very Good,H,SI1,63.4,62,4406,6.46,6.27,4.05
8432,1.13,Good,D,SI2,60.7,64,4406,6.68,6.63,4
8434,1.08,Very Good,F,SI2,62.6,56,4407,6.55,6.61,4.12
8435,1.08,Premium,F,SI2,60.2,59,4407,6.6,6.65,3.99
8441,1.25,Premium,J,SI2,62.3,59,4410,6.86,6.82,4.26
8442,1.05,Ideal,H,SI2,61.2,57,4410,6.62,6.55,4.03
8446,1.01,Premium,H,VS2,62.3,58,4412,6.45,6.36,3.99
8448,1.01,Very Good,H,VS1,63.5,56,4412,6.32,6.27,4
8450,1.01,Premium,H,SI2,60.3,60,4412,6.49,6.45,3.9
8452,1.07,Premium,H,SI2,61.2,60,4413,6.53,6.57,4.01
8454,1,Very Good,G,SI1,62.6,57,4413,6.31,6.37,3.97
8455,1.01,Ideal,I,SI1,62.5,56,4413,6.4,6.44,4.01
8460,1.02,Good,E,SI2,64.2,59,4414,6.26,6.2,4
8466,1.04,Ideal,G,SI2,63.1,55,4414,6.45,6.52,4.09
8470,1.01,Very Good,F,SI2,62.4,58,4416,6.37,6.41,3.99
8471,1.01,Good,F,SI2,63.2,59,4416,6.35,6.38,4.02
8472,1.01,Premium,F,SI2,62.2,59,4416,6.41,6.45,4
8473,1.01,Premium,F,SI2,62.6,60,4416,6.35,6.37,3.98
8480,1.01,Very Good,F,SI2,62.7,59,4416,6.35,6.4,4
8481,1.01,Very Good,F,SI2,62.8,60,4416,6.33,6.4,4
8482,1,Good,G,SI1,62.2,62,4416,6.34,6.39,3.96
8484,0.83,Ideal,F,VS2,62.3,56,4417,5.99,6.02,3.74
8485,1.01,Fair,G,SI1,65.3,58,4417,6.14,6.2,4.03
8490,0.9,Very Good,E,VS2,62.8,57,4419,6.13,6.16,3.86
8496,0.92,Premium,F,SI1,62.1,60,4420,6.22,6.21,3.86
8497,0.86,Ideal,G,VS1,62.2,57,4420,6.05,6.1,3.78
8500,1.07,Ideal,J,SI1,62.4,56,4422,6.52,6.56,4.08
8501,1.12,Ideal,J,VS2,60.1,57,4422,6.82,6.75,4.08
8505,1.17,Premium,I,SI2,62.7,57,4423,6.77,6.69,4.22
8506,1.35,Ideal,J,SI1,61,55,4423,7.17,7.09,4.35
8510,0.9,Premium,G,VS2,60.2,59,4424,6.28,6.22,3.76
8513,1.16,Ideal,G,SI2,61.3,55,4425,6.79,6.84,4.18
8515,1.01,Ideal,J,VS2,62.3,55,4425,6.4,6.44,4
8516,1,Ideal,F,SI2,61.3,57,4425,6.4,6.46,3.94
8518,1.04,Ideal,F,SI1,62.1,56,4426,6.54,6.47,4.04
8521,0.95,Premium,G,SI1,58,62,4426,6.47,6.42,3.74
8524,1.05,Very Good,G,SI2,63.5,57,4427,6.39,6.43,4.07
8525,1.04,Very Good,F,SI2,60,61,4427,6.5,6.57,3.92
8531,0.9,Very Good,H,VS1,62.5,58,4428,6.09,6.13,3.82
8542,1.13,Premium,I,VS2,60.2,61,4430,6.74,6.71,4.05
8543,0.9,Very Good,H,VVS2,60.3,61,4432,6.22,6.25,3.76
8544,0.9,Good,F,VS2,63.3,57,4432,6.11,6.15,3.88
8553,1.01,Ideal,E,SI2,62.8,57,4434,6.38,6.35,4
8567,1,Very Good,E,SI2,60.5,59,4435,6.44,6.48,3.91
8569,0.9,Premium,E,VS2,61.4,57,4435,6.19,6.16,3.79
8570,1.2,Premium,J,VS2,58,59,4435,6.98,6.92,4.03
8572,1,Good,E,SI1,63.1,64,4435,6.31,6.25,3.96
8573,0.9,Very Good,F,SI1,58,63,4435,6.33,6.25,3.65
8575,1,Fair,E,SI1,65.1,61,4435,6.15,6.08,3.98
8578,1.05,Very Good,F,SI2,62.1,58,4436,6.47,6.5,4.03
8579,1.04,Premium,E,SI2,60.1,60,4436,6.53,6.51,3.92
8580,1.01,Good,E,SI2,60.7,62,4436,6.43,6.49,3.92
8592,1.07,Premium,H,SI1,62.9,61,4440,6.47,6.41,4.05
8594,1.21,Premium,J,SI2,60.9,60,4440,6.82,6.78,4.14
8598,0.9,Very Good,F,SI2,61,61,4441,6.14,6.18,3.76
8605,1.01,Premium,G,SI2,62.4,58,4442,6.41,6.38,3.99
8610,1.02,Good,E,SI1,63.7,62,4443,6.31,6.4,4.05
8614,1.01,Ideal,J,VS2,62.2,54,4443,6.41,6.47,4.01
8617,1.09,Premium,E,SI2,59.4,60,4444,6.81,6.7,4.01
8622,1.07,Premium,F,SI2,61.8,58,4446,6.57,6.51,4.04
8623,1.07,Good,F,SI2,61.3,65,4446,6.59,6.41,4
8629,0.9,Very Good,E,VS1,63,55,4449,6.08,6.15,3.85
8633,1.01,Very Good,H,SI1,62.3,63,4449,6.3,6.23,3.9
8636,1.07,Very Good,I,SI1,62.6,58,4451,6.49,6.57,4.09
8638,0.93,Good,G,SI1,63.8,58,4452,6.09,6.14,3.9
8639,0.9,Ideal,G,SI1,62.3,58,4452,6.17,6.22,3.86
8651,1.06,Ideal,H,SI2,59.4,57,4452,6.67,6.63,3.95
8656,1.02,Premium,H,SI2,62.7,59,4455,6.41,6.34,4
8657,0.9,Very Good,H,VS1,62.1,57,4455,6.17,6.23,3.85
8658,1.08,Ideal,H,SI2,59.3,57,4455,6.71,6.74,3.99
8659,1.2,Very Good,I,SI2,61.9,59,4455,6.77,6.84,4.21
8668,0.9,Premium,G,SI1,60.6,57,4455,6.28,6.2,3.78
8677,1.11,Very Good,H,SI2,59.8,60,4456,6.66,6.75,4.01
8679,1.09,Premium,G,SI2,59,58,4456,6.78,6.72,3.98
8680,1.01,Good,D,SI2,63.5,61,4457,6.33,6.37,4.03
8681,1.02,Ideal,F,SI2,61,58,4457,6.48,6.51,3.96
8684,1.11,Ideal,I,SI2,61.9,57,4457,6.66,6.62,4.11
8685,0.7,Ideal,F,VVS1,62.2,57,4458,5.7,5.74,3.56
8686,1.01,Ideal,F,SI2,61.5,56,4458,6.42,6.49,3.97
8688,1.03,Ideal,I,SI1,60.7,60,4458,6.5,6.55,3.96
8690,1.02,Premium,F,SI2,61.1,59,4459,6.41,6.45,3.93
8693,1.02,Premium,F,SI2,62.5,60,4459,6.36,6.43,4
8695,0.91,Premium,G,VS1,62.2,58,4459,6.22,6.12,3.85
8705,0.28,Very Good,G,VVS1,61.9,55,586,4.18,4.2,2.6
8710,0.39,Ideal,J,VS2,61.8,55.9,586,4.66,4.69,2.89
8717,0.37,Ideal,G,SI1,61.9,55,586,4.62,4.66,2.87
8729,0.27,Ideal,E,VVS1,62,56,586,4.16,4.19,2.59
8732,1.18,Premium,I,SI2,61.2,59,4460,6.85,6.78,4.17
8734,0.9,Ideal,G,VS1,61.6,55,4460,6.27,6.23,3.85
8740,1.24,Very Good,G,SI2,63.3,57,4462,6.85,6.79,4.32
8747,0.91,Good,G,VVS2,64.1,58,4464,6.1,6.06,3.9
8748,1.06,Very Good,I,SI2,61.4,56.5,4465,6.55,6.58,4.03
8762,1.05,Ideal,I,SI1,62.6,56,4466,6.45,6.53,4.06
8763,0.9,Good,F,VS2,62.6,57,4466,6.07,6.19,3.84
8766,1,Very Good,H,SI1,63.6,54,4467,6.33,6.37,4.04
8777,0.95,Ideal,G,SI1,60.7,56,4469,6.31,6.27,3.82
8779,0.9,Good,D,SI1,58.5,63,4469,6.21,6.3,3.66
8786,1,Ideal,H,SI1,62.6,57,4469,6.4,6.37,4
8787,1,Ideal,H,SI1,61.4,55,4469,6.49,6.44,3.97
8794,1.02,Premium,G,SI2,62.5,58,4471,6.4,6.43,4.01
8795,1.21,Premium,F,SI2,61.8,59,4472,6.82,6.77,4.2
8799,1.21,Premium,G,SI2,60.9,59,4472,6.87,6.82,4.17
8804,1.05,Premium,F,SI2,62.6,59,4475,6.43,6.47,4.04
8807,1.01,Good,H,SI1,60.5,56,4475,6.43,6.49,3.91
8808,1.31,Premium,J,SI1,60.7,58,4475,7.11,7.06,4.3
8809,0.91,Premium,D,SI1,62.8,59,4476,6.21,6.17,3.89
8811,1.2,Good,I,SI2,64.1,57,4476,6.7,6.62,4.27
8817,1.16,Premium,F,SI2,61.9,59,4476,6.71,6.66,4.14
8819,1.08,Premium,I,SI1,62.2,58,4476,6.6,6.56,4.09
8822,1.23,Very Good,G,SI2,61,63,4477,6.91,6.85,4.2
8823,1.02,Good,E,SI2,64.3,58,4478,6.36,6.26,4.06
8849,1.01,Fair,E,SI1,65.1,61,4480,6.27,6.24,4.07
8850,1.01,Good,E,SI1,64.1,59,4480,6.35,6.31,4.06
8851,1.01,Premium,E,SI1,62.4,58,4480,6.42,6.37,3.99
8853,1.01,Good,E,SI1,59.3,64,4480,6.49,6.47,3.84
8857,1,Premium,F,SI2,61.6,58,4480,6.44,6.35,3.94
8858,1,Premium,G,SI2,62.2,59,4480,6.39,6.35,3.96
8859,1.08,Very Good,H,SI2,63,59,4481,6.51,6.54,4.11
8886,1.02,Premium,G,SI2,60.9,59,4486,6.56,6.45,3.96
8887,0.9,Premium,G,VVS2,63,58,4486,6.15,6.07,3.85
8891,1.06,Very Good,F,SI1,59.5,63,4488,6.62,6.59,3.93
8892,1.17,Ideal,I,SI2,62.2,56,4488,6.72,6.79,4.2
8893,0.92,Ideal,I,SI1,61.8,57,4488,6.22,6.27,3.86
8894,1.01,Good,H,SI1,57.1,58,4488,6.6,6.64,3.78
8896,1.08,Premium,F,SI2,62.6,56,4488,6.61,6.55,4.12
8898,1.01,Good,H,VS2,64.3,58,4489,6.27,6.2,4.01
8899,1.31,Premium,J,SI1,60.3,62,4490,7.12,7.04,4.26
8900,0.79,Premium,E,VVS1,62.8,60,4490,5.89,5.8,3.67
8902,1.07,Premium,I,VS2,60.7,58,4491,6.62,6.66,4.03
8909,0.8,Ideal,E,VVS2,61.4,57,4493,5.98,5.94,3.66
8912,1,Good,G,SI2,61.7,63,4493,6.36,6.37,3.93
8918,0.8,Very Good,E,VS1,62.4,54,4495,5.98,5.94,3.72
8921,1,Good,E,SI2,63.3,58,4496,6.32,6.35,4.01
8926,0.9,Very Good,D,SI1,62.3,58,4497,6.14,6.16,3.83
8927,0.71,Ideal,F,VVS2,61.6,56,4497,5.73,5.75,3.53
8948,1.19,Good,J,SI1,59.8,64,4498,6.94,6.9,4.14
8949,1.19,Premium,I,SI2,62.6,58,4498,6.82,6.69,4.23
8950,1.19,Premium,I,SI2,60.1,59,4498,6.9,6.82,4.12
8951,1.19,Premium,I,SI2,59.5,59,4498,6.95,6.89,4.12
8957,1.14,Good,G,SI2,63.7,58,4501,6.62,6.54,4.19
8966,1.03,Very Good,F,SI2,61.4,57,4503,6.53,6.6,4.03
8975,1,Very Good,F,SI1,61.4,60,4504,6.35,6.38,3.91
8976,0.97,Very Good,G,SI1,61,59,4504,6.36,6.4,3.89
8980,1.01,Good,E,SI2,58.5,61,4506,6.51,6.55,3.82
8985,0.9,Good,F,VS1,63.3,59,4508,6.03,6.07,3.83
8986,1.04,Very Good,F,SI2,63.1,60,4508,6.42,6.35,4.03
8990,1.01,Ideal,I,SI1,61.9,57,4509,6.4,6.5,3.98
8998,1,Ideal,I,VS2,62.5,55,4511,6.41,6.36,4
8999,0.93,Ideal,E,SI1,61.9,55,4511,6.26,6.31,3.89
9002,0.91,Good,E,SI1,63.1,58,4512,6.12,6.17,3.88
9003,1.01,Ideal,H,SI1,62.6,55,4513,6.42,6.36,4
9004,1.07,Ideal,D,SI2,61.4,56,4513,6.55,6.58,4.03
9007,1.01,Premium,H,SI1,62.3,61,4513,6.39,6.32,3.96
9011,1.01,Premium,H,SI1,62.4,58,4513,6.41,6.35,3.98
9012,1.01,Premium,H,SI1,62.3,58,4513,6.42,6.35,3.98
9015,0.91,Very Good,H,VS1,60,58,4514,6.29,6.38,3.8
9016,1.2,Very Good,I,SI2,60.3,57,4514,6.88,6.95,4.17
9018,0.9,Very Good,D,SI1,61.9,55,4514,6.18,6.22,3.84
9019,1,Very Good,H,VS2,63.3,60,4514,6.31,6.22,3.97
9024,1.04,Ideal,H,SI1,61.9,57,4515,6.49,6.46,4.01
9025,1.04,Ideal,H,SI1,62.7,54,4515,6.51,6.47,4.07
9027,1.05,Very Good,G,SI2,62.6,62,4516,6.45,6.49,4.05
9033,0.41,Ideal,J,VS2,61.7,55,587,4.79,4.81,2.96
9035,0.36,Ideal,H,VS2,60.8,56,587,4.61,4.63,2.81
9041,0.38,Ideal,G,SI2,61.7,56,587,4.64,4.67,2.87
9042,0.39,Ideal,F,SI2,62.2,55,587,4.68,4.71,2.92
9051,0.34,Premium,I,SI1,61.7,56,589,4.54,4.51,2.79
9053,0.34,Premium,I,SI1,60.4,56,589,4.56,4.54,2.75
9056,0.34,Ideal,I,SI1,62.8,57,589,4.45,4.43,2.79
9057,0.34,Ideal,I,SI1,61.9,57,589,4.48,4.44,2.76
9063,1.2,Ideal,J,SI2,62.5,57,4516,6.8,6.74,4.23
9067,1.02,Good,H,SI2,60.3,63,4517,6.45,6.49,3.9
9071,1.09,Premium,I,VS2,63,56,4519,6.61,6.57,4.15
9072,1.03,Ideal,H,SI1,62.3,56,4520,6.45,6.48,4.03
9073,1.03,Very Good,H,SI1,61.1,59,4520,6.5,6.56,3.99
9077,1.2,Very Good,G,SI1,63.4,55,4520,6.72,6.65,4.24
9078,0.83,Very Good,D,VS1,58.2,59,4521,6.19,6.24,3.62
9080,1.02,Good,H,SI2,61.4,60,4521,6.44,6.49,3.97
9083,1.03,Premium,E,SI2,61,60,4522,6.53,6.46,3.96
9084,1.07,Premium,G,SI2,62,59,4523,6.54,6.5,4.04
9086,1.2,Very Good,J,SI2,61.2,58,4523,6.77,6.82,4.16
9087,0.9,Very Good,D,SI1,64.2,55,4523,6.09,6.16,3.93
9091,0.9,Ideal,D,SI1,62.1,57,4523,6.18,6.25,3.86
9094,1.2,Premium,G,SI2,61.8,60,4524,6.85,6.78,4.21
9098,1.01,Fair,E,VS2,66.6,55,4525,6.27,6.2,4.15
9103,1.01,Very Good,D,SI2,62,59,4528,6.36,6.4,3.96
9108,0.85,Premium,F,VVS2,61.2,60,4530,6.1,6.13,3.74
9111,0.9,Very Good,G,VS2,63.2,58,4531,6.11,6.17,3.88
9112,0.9,Ideal,G,VS1,61.6,56.3,4531,6.22,6.3,3.86
9119,1.12,Very Good,I,SI2,61.2,59,4533,6.69,6.74,4.11
9123,1.13,Ideal,H,SI2,61,60,4535,6.73,6.69,4.09
9124,1,Good,E,SI1,63.5,62,4535,6.27,6.4,4.02
9130,0.9,Fair,F,VS2,59.5,67,4536,6.29,6.24,3.73
9132,1.08,Ideal,H,SI2,59.3,57,4536,6.74,6.71,3.99
9133,1.08,Ideal,H,SI2,60.4,57,4536,6.68,6.63,4.02
9142,1.1,Ideal,J,VS2,62.4,55,4537,6.59,6.64,4.13
9144,1,Very Good,I,SI1,63.3,56,4538,6.27,6.36,4
9150,1.09,Premium,D,SI2,62.8,56,4538,6.49,6.45,4.06
9155,0.9,Very Good,G,VS1,62.7,60,4540,6.06,6.13,3.82
9162,1,Good,D,SI2,64.5,59,4541,6.25,6.31,4.05
9166,1.02,Premium,F,SI2,62.5,60,4541,6.43,6.36,4
9171,0.91,Good,G,VVS2,64.1,58,4543,6.06,6.1,3.9
9178,1.04,Premium,D,SI2,61.9,58,4543,6.54,6.49,4.03
9179,1.04,Ideal,I,SI1,62.6,56,4543,6.55,6.48,4.08
9185,1.1,Very Good,J,VS1,60.9,59,4545,6.65,6.74,4.08
9186,1.03,Very Good,D,SI2,60.9,57,4545,6.53,6.55,3.98
9188,1.01,Good,E,SI1,63.5,58,4546,6.28,6.35,4.01
9191,1.04,Ideal,F,SI2,61.8,56,4547,6.49,6.53,4.02
9196,1.31,Premium,H,SI2,61.7,59,4548,7.03,6.98,4.32
9197,1.31,Premium,H,SI2,61.7,59,4548,7.03,6.98,4.32
9200,0.95,Ideal,G,VS2,61.6,56,4549,6.34,6.3,3.89
9205,1.05,Good,I,VS2,64.3,55,4550,6.46,6.42,4.14
9208,1.07,Very Good,F,SI2,59.4,60,4552,6.68,6.75,3.99
9209,1.02,Very Good,H,SI1,63.7,55,4552,6.31,6.38,4.04
9211,1.02,Premium,G,SI2,62.5,58,4552,6.43,6.4,4.01
9231,1.05,Premium,H,SI1,62.5,57,4558,6.52,6.45,4.05
9234,1.19,Very Good,H,SI2,63.4,58,4558,6.79,6.76,4.29
9236,1.01,Good,H,SI1,63.3,58,4559,6.37,6.4,4.04
9237,1.01,Very Good,H,SI1,63,60,4559,6.33,6.36,4
9242,1.01,Good,H,SI1,60.3,64,4559,6.5,6.53,3.93
9247,1.01,Very Good,H,VS2,63.3,57,4559,6.32,6.27,3.99
9252,0.9,Very Good,E,SI1,63.2,58,4560,6.12,6.1,3.86
9255,1.03,Premium,D,SI2,61.8,60,4560,6.45,6.42,3.98
9259,1.1,Very Good,H,SI2,59.8,60,4561,6.7,6.77,4.03
9270,1.22,Premium,I,VS2,61.6,59,4562,6.86,6.81,4.21
9273,1.01,Good,E,SI1,64.5,56,4563,6.24,6.29,4.04
9274,1.07,Ideal,E,SI2,61.6,55,4564,6.62,6.59,4.07
9290,1,Good,H,SI1,61.5,64,4568,6.38,6.41,3.93
9292,1.12,Premium,F,SI2,60.5,59,4570,6.73,6.79,4.09
9293,0.79,Very Good,E,VVS1,62.8,60,4570,5.8,5.89,3.67
9295,1.45,Fair,J,SI2,58.6,68,4570,7.45,7.33,4.34
9296,0.91,Premium,G,VS1,62.5,61,4570,6.17,6.05,3.82
9302,1,Good,E,SI1,63.9,57,4573,6.31,6.34,4.04
9305,1.07,Premium,F,SI2,62.4,57,4573,6.58,6.53,4.09
9309,0.94,Ideal,D,SI1,62.3,57,4575,6.24,6.29,3.9
9313,1.02,Ideal,F,SI2,61.4,56,4578,6.47,6.5,3.98
9316,1.11,Ideal,H,SI2,62,54,4578,6.61,6.64,4.11
9319,1.09,Premium,H,SI2,61.7,60,4578,6.59,6.57,4.06
9326,0.9,Premium,G,VS1,62.7,58,4579,6.15,6.06,3.83
9328,1,Very Good,E,SI2,63.3,58,4579,6.35,6.32,4.01
9331,0.9,Good,F,VS1,63.5,57,4580,6.06,6.09,3.86
9333,0.9,Good,E,VS2,63.1,58,4580,6.11,6.15,3.87
9336,1.03,Very Good,D,SI2,63.7,56,4580,6.32,6.39,4.05
9340,0.94,Premium,E,SI1,62.4,56,4580,6.27,6.24,3.9
9345,1.03,Good,J,VS1,60.1,62.4,4582,6.43,6.49,3.88
9350,1.11,Very Good,H,SI2,59,59,4584,6.79,6.82,4.02
9351,0.9,Ideal,H,VS2,59.9,57,4584,6.27,6.31,3.77
9355,1.03,Ideal,H,SI1,59.7,55,4585,6.6,6.64,3.95
9357,1.09,Ideal,G,SI2,61.2,57,4586,6.63,6.68,4.07
9362,0.32,Very Good,D,SI1,62.8,56,589,4.37,4.42,2.76
9369,0.32,Ideal,D,SI1,62.7,54,589,4.37,4.4,2.75
9371,0.32,Very Good,D,SI1,62.8,56,589,4.34,4.35,2.73
9373,0.32,Premium,D,SI1,60.8,58,589,4.41,4.44,2.69
9378,0.32,Very Good,I,VVS1,63,58,589,4.32,4.38,2.74
9380,0.32,Ideal,I,VVS1,61.7,55,589,4.39,4.4,2.71
9390,0.32,Good,D,SI1,63.2,54,589,4.36,4.38,2.76
9392,0.9,Premium,D,VS2,63,62,4586,6.13,6.06,3.84
9394,1,Good,F,SI1,64.1,60,4586,6.25,6.19,3.99
9400,1.03,Premium,F,SI2,61.4,57,4586,6.6,6.53,4.03
9401,1.05,Ideal,H,SI2,61.9,56,4586,6.56,6.49,4.04
9410,0.9,Very Good,H,VS2,62.3,59,4588,6.13,6.17,3.83
9413,1.01,Very Good,G,SI1,62.9,61,4588,6.36,6.4,4.01
9425,1.01,Very Good,D,SI2,61.8,60,4588,6.37,6.41,3.95
9434,1.14,Ideal,F,SI2,61.7,56,4591,6.71,6.67,4.13
9435,1.19,Premium,I,VS2,59.3,59,4591,6.98,6.88,4.11
9444,1,Ideal,D,SI1,63,56,4592,6.33,6.28,3.97
9451,0.9,Very Good,I,IF,62.6,59,4596,6.12,6.15,3.84
9454,1.14,Premium,I,SI1,60.4,60,4596,6.78,6.73,4.08
9456,1.07,Premium,F,SI1,61.7,58,4597,6.58,6.62,4.07
9468,1.04,Premium,I,SI1,60.7,59,4601,6.6,6.57,4
9469,1.07,Ideal,J,VS2,61.6,56.3,4602,6.55,6.59,4.04
9473,1.2,Very Good,H,SI1,61.4,63,4603,6.76,6.72,4.14
9474,1.03,Premium,H,SI1,61.1,59,4603,6.56,6.5,3.99
9476,1.03,Premium,H,SI1,60,60,4603,6.41,6.4,4.02
9481,1.07,Ideal,H,SI2,61,55,4604,6.62,6.65,4.05
9489,1.01,Good,D,SI2,64.5,58,4606,6.18,6.26,4.01
9490,1.11,Good,H,SI1,64.2,58,4606,6.53,6.47,4.17
9498,1.07,Very Good,E,SI2,60.5,61,4609,6.55,6.61,3.98
9503,0.91,Good,E,SI1,63.6,57,4611,6.13,6.1,3.89
9504,1.03,Ideal,H,SI2,61.6,54,4611,6.51,6.55,4.02
9509,1.01,Ideal,I,SI1,60.2,59,4612,6.49,6.54,3.92
9510,0.9,Premium,D,SI1,62.2,58,4612,6.18,6.11,3.82
9513,1.22,Good,J,SI1,63.8,57,4612,6.77,6.72,4.3
9516,1.11,Premium,F,SI2,58.9,60,4612,6.8,6.74,3.99
9517,1.22,Ideal,I,SI2,61.8,57,4612,6.9,6.83,4.23
